,id,created_at,story,original_url,retweeted_status_id,quoted_status_id,in_reply_to_status_id,partisan_lean
0,1330238680041132035,2020-11-21 19:56:30+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
1,1330238721757753347,2020-11-21 19:56:40+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
2,1330214019454685194,2020-11-21 18:18:31+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,,1.3302132786399273e+18,,right
3,1330186115203145729,2020-11-21 16:27:38+00,tech: Hammer and Scorecard,https://www.pscp.tv/w/cofjWDF4ZUtXWE5acWJOalB8MW5BS0VMdmRsUFZ4TPdxc1RK5LPWJxVNbTpUEz8i-SZNvlnVlg34hKkOBqrr,,1.3301835804887572e+18,,right
4,1330186115203145729,2020-11-21 16:27:38+00,tech: Hammer and Scorecard,https://youtu.be/EwZWhY1GJr4,,1.3301835804887572e+18,,right
5,1330239232363950080,2020-11-21 19:58:42+00,tech: Hammer and Scorecard,https://youtu.be/-0XNPFeKi28,,1.33018497699908e+18,,right
6,1330173767457398784,2020-11-21 15:38:34+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
7,1330172840285528065,2020-11-21 15:34:53+00,tech: Hammer and Scorecard,,,1.3298746262442066e+18,,right
8,1330173600121434113,2020-11-21 15:37:54+00,tech: Hammer and Scorecard,https://news.yahoo.com/giuliani-flailing-says-venezuela-clinton-and-soros-hatched-centralized-plan-to-steal-election-for-biden-202122663.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr,,,,unknown
9,1330173762633920518,2020-11-21 15:38:33+00,tech: Hammer and Scorecard,,1.3301569870075904e+18,1.329525675666051e+18,,right
10,1330171889684197378,2020-11-21 15:31:06+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
11,1330172407580123137,2020-11-21 15:33:10+00,tech: Hammer and Scorecard,,1.3297944361387418e+18,1.329525675666051e+18,,right
12,1330249808968359938,2020-11-21 20:40:43+00,tech: Hammer and Scorecard,,,1.3298373487297864e+18,1.33023376512222e+18,right
13,1330264932445794304,2020-11-21 21:40:49+00,tech: Hammer and Scorecard,,1.330242027573932e+18,,,right
14,1330266744926121988,2020-11-21 21:48:01+00,tech: Hammer and Scorecard,,1.3299979913824952e+18,1.329525675666051e+18,,unknown
15,1330200357612425217,2020-11-21 17:24:13+00,tech: Hammer and Scorecard,,1.3301974482837873e+18,1.329525675666051e+18,,right
16,1330251445791305728,2020-11-21 20:47:14+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
17,1330252024517156870,2020-11-21 20:49:32+00,tech: Hammer and Scorecard,,,1.330236901035561e+18,,right
18,1330292863456976896,2020-11-21 23:31:48+00,tech: Hammer and Scorecard,https://youtu.be/oi13x6_Ki3o,,,1.3302883026630697e+18,right
19,1330293300155338759,2020-11-21 23:33:33+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
20,1330294697168957440,2020-11-21 23:39:06+00,tech: Hammer and Scorecard,,1.3302944664654397e+18,1.329525675666051e+18,,right
21,1330294075887595521,2020-11-21 23:36:38+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
22,1330253187916460039,2020-11-21 20:54:09+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
23,1330254489924882435,2020-11-21 20:59:19+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
24,1330322040461684739,2020-11-22 01:27:45+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,1.329907123636015e+18,1.329726140878041e+18,,right
25,1330401872910422017,2020-11-22 06:44:58+00,tech: Hammer and Scorecard,https://youtu.be/8WSDObSrKTc,1.3292699707280794e+18,,,right
26,1330309284324925441,2020-11-22 00:37:03+00,tech: Hammer and Scorecard,,1.3294906620483297e+18,,,right
27,1330320189175558144,2020-11-22 01:20:23+00,tech: Hammer and Scorecard,,,1.3300331319661076e+18,,right
28,1330426898657259521,2020-11-22 08:24:25+00,tech: Hammer and Scorecard,https://gab.com/Xiao_Qiang88/posts/105168213718409484,,,1.3304237928296817e+18,unknown
29,1330389753049591809,2020-11-22 05:56:49+00,tech: Hammer and Scorecard,,1.3248623923003965e+18,,,right
30,1330360719242477569,2020-11-22 04:01:27+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
31,1330361918280839169,2020-11-22 04:06:12+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
32,1330469988336066560,2020-11-22 11:15:38+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,1.3304695761827308e+18,1.3296635919691366e+18,,right
33,1330309754464448514,2020-11-22 00:38:56+00,tech: Hammer and Scorecard,,,1.3298373487297864e+18,1.3303096737157243e+18,right
34,1330307971239337988,2020-11-22 00:31:50+00,tech: Hammer and Scorecard,,,,,right
35,1330389940778242056,2020-11-22 05:57:33+00,tech: Hammer and Scorecard,,,,1.3303127413162926e+18,right
36,1330469240449667073,2020-11-22 11:12:40+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
37,1330470356918865923,2020-11-22 11:17:06+00,tech: Hammer and Scorecard,,1.3299632659889562e+18,1.329525675666051e+18,,right
38,1330429313309683715,2020-11-22 08:34:01+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,1.329726140878041e+18,,,right
39,1330388725617074180,2020-11-22 05:52:44+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,,1.3301949069759734e+18,,right
40,1330388725617074180,2020-11-22 05:52:44+00,tech: Hammer and Scorecard,https://theredelephants.com/there-is-undeniable-mathematical-evidence-the-election-is-being-stolen/,,1.3301949069759734e+18,,right
41,1330350034580279298,2020-11-22 03:18:59+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
42,1330403622925033473,2020-11-22 06:51:56+00,tech: Hammer and Scorecard,,1.3303937274000957e+18,1.329525675666051e+18,,right
43,1330404773712060417,2020-11-22 06:56:30+00,tech: Hammer and Scorecard,,1.3303937274000957e+18,1.329525675666051e+18,,right
44,1330429213002899458,2020-11-22 08:33:37+00,tech: Hammer and Scorecard,,1.3304200947704832e+18,,,right
45,1330469515583479809,2020-11-22 11:13:46+00,tech: Hammer and Scorecard,,1.3298373487297864e+18,,,right
46,1330430710184878080,2020-11-22 08:39:34+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
47,1330483848149274625,2020-11-22 12:10:43+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
48,1330364678808236033,2020-11-22 04:17:11+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
49,1330363998978633729,2020-11-22 04:14:28+00,tech: Hammer and Scorecard,,1.3299873609315492e+18,1.329525675666051e+18,,right
50,1330352645320699908,2020-11-22 03:29:22+00,tech: Hammer and Scorecard,,1.3302029225174016e+18,1.3302015181596344e+18,,right
51,1330458091016519681,2020-11-22 10:28:22+00,tech: Hammer and Scorecard,https://davejanda.com/general-tom-mcinerney-on-oan-hammer-scorecard-and-voter-fraud-november-18-2020/,,1.3291875993161114e+18,,right
52,1330392596791881731,2020-11-22 06:08:07+00,tech: Hammer and Scorecard,https://go.shr.lc/3eflGnu,1.329801129052549e+18,,,right
53,1330335299361263620,2020-11-22 02:20:26+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
54,1330336802452992001,2020-11-22 02:26:24+00,tech: Hammer and Scorecard,,,1.3302592037814313e+18,,right
55,1330337433611853827,2020-11-22 02:28:55+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
56,1330418643897901056,2020-11-22 07:51:37+00,tech: Hammer and Scorecard,https://rumble.com/vayudc-hammer-software-fraud-in-real-time.html,1.3304053552942244e+18,1.3261932891003986e+18,,right
57,1330351506269347842,2020-11-22 03:24:50+00,tech: Hammer and Scorecard,,1.330349865474384e+18,1.329525675666051e+18,,right
58,1330511162694307840,2020-11-22 13:59:15+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,,1.3299096561694065e+18,,right
59,1330352039948382211,2020-11-22 03:26:57+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,unknown
60,1330352348082954246,2020-11-22 03:28:11+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,unknown
61,1330376070529495048,2020-11-22 05:02:27+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
62,1330550688166907907,2020-11-22 16:36:19+00,tech: Hammer and Scorecard,,,1.3304709825706107e+18,,right
63,1330392406773084160,2020-11-22 06:07:21+00,tech: Hammer and Scorecard,https://theamericanreport.org/2020/11/12/cloning-the-vote-did-dems-use-hammer-scorecard-to-repeatedly-clone-blocks-of-biden-votes/,1.3298046107275018e+18,1.3295837609925796e+18,,right
64,1330392673732202505,2020-11-22 06:08:25+00,tech: Hammer and Scorecard,,1.3297950292552622e+18,,,right
65,1325793754238873600,2020-11-09 13:33:57+00,dead voters: general ticket,,1.3257789710453555e+18,,,right
66,1330312215921102854,2020-11-22 00:48:42+00,tech: Hammer and Scorecard,,1.3302944664654397e+18,1.329525675666051e+18,,right
67,1330310244115812353,2020-11-22 00:40:52+00,tech: Hammer and Scorecard,https://youtu.be/8WSDObSrKTc,1.3292699707280794e+18,,,right
68,1330311432995565568,2020-11-22 00:45:36+00,tech: Hammer and Scorecard,https://youtu.be/8WSDObSrKTc,1.3292699707280794e+18,,,right
69,1330310828088766465,2020-11-22 00:43:12+00,tech: Hammer and Scorecard,,1.3299675054991647e+18,1.3298746262442066e+18,,right
70,1330432454218354688,2020-11-22 08:46:29+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
71,1330509836568518656,2020-11-22 13:53:59+00,tech: Hammer and Scorecard,https://www.thegatewaypundit.com/2020/11/people-smiling-trump-attorney-jenna-ellis-posts-late-night-photo-rudy-giuliani-gen-flynn/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons,1.329426010362753e+18,,,right
72,1330496844942757891,2020-11-22 13:02:21+00,tech: Hammer and Scorecard,https://www.spreaker.com/user/crusade4freedom/hammer-and-scorecard-mathematical-analys?fbclid=IwAR3ioA0jfdNGVw7FRteR3zJRQjq5Nqq4WQZ4sflJKvFll89xeG95dzbnHu8,1.330167491033768e+18,,,right
73,1330473534074793987,2020-11-22 11:29:44+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
74,1330484458483544065,2020-11-22 12:13:08+00,tech: Hammer and Scorecard,,1.3299632659889562e+18,1.329525675666051e+18,,right
75,1330378386410180608,2020-11-22 05:11:39+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
76,1325793758328336385,2020-11-09 13:33:58+00,dead voters: general ticket,,1.3257789710453555e+18,,,right
77,1330379694500433926,2020-11-22 05:16:51+00,tech: Hammer and Scorecard,https://www.zerohedge.com/political/michigan-ag-calls-criminal-charges-against-gop-certifiers-who-wont-fall-line,,1.330345258559955e+18,,right
78,1330410605807771650,2020-11-22 07:19:40+00,tech: Hammer and Scorecard,http://thehill.com/policy/cybersecurity/391380-senators-introduce-election-security-amendment-to-defense-bill,,1.0070935414141706e+18,,right
79,1330549257682685955,2020-11-22 16:30:38+00,tech: Hammer and Scorecard,https://www.youtube.com/watch?v=GpSzbOvBp6g,1.3305177932053422e+18,1.328347139953492e+18,,right
80,1330513306092793858,2020-11-22 14:07:46+00,tech: Hammer and Scorecard,,1.3294906620483297e+18,,,right
81,1330462008668393472,2020-11-22 10:43:56+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
82,1330422323913125889,2020-11-22 08:06:14+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
83,1330498593975717890,2020-11-22 13:09:18+00,tech: Hammer and Scorecard,,,,1.3303153592625644e+18,right
84,1330475426825822210,2020-11-22 11:37:15+00,tech: Hammer and Scorecard,https://rumble.com/vaxcmp-deleted-by-youtube-gen.-tom-mcinerney-hammers-the-deep-state-vote-fraud-ope.html,,,,right
85,1330461591746322433,2020-11-22 10:42:16+00,tech: Hammer and Scorecard,https://rumble.com/vaxcmp-deleted-by-youtube-gen.-tom-mcinerney-hammers-the-deep-state-vote-fraud-ope.html?mref=1v7zh&mrefc=28,,,,right
86,1330550491424681984,2020-11-22 16:35:32+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
87,1330337853059035138,2020-11-22 02:30:35+00,tech: Hammer and Scorecard,,1.3302944664654397e+18,1.329525675666051e+18,,right
88,1330422845147652097,2020-11-22 08:08:19+00,tech: Hammer and Scorecard,https://youtu.be/8WSDObSrKTc,1.3292699707280794e+18,,,right
89,1330475544094371842,2020-11-22 11:37:43+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
90,1330549772571258880,2020-11-22 16:32:40+00,tech: Hammer and Scorecard,https://www.distributednews.com/472581.html,1.3250347449843016e+18,,,right
91,1330367322784215040,2020-11-22 04:27:41+00,tech: Hammer and Scorecard,,1.325485002071675e+18,,,right
92,1330486351817371650,2020-11-22 12:20:40+00,tech: Hammer and Scorecard,,1.3299675054991647e+18,1.3298746262442066e+18,,right
93,1330411772835028992,2020-11-22 07:24:19+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
94,1330436062758330368,2020-11-22 09:00:50+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
95,1330499186899513345,2020-11-22 13:11:40+00,tech: Hammer and Scorecard,,,1.3300331319661076e+18,,right
96,1330338331675258884,2020-11-22 02:32:29+00,tech: Hammer and Scorecard,,,,1.3303336057432556e+18,right
97,1330537246588620803,2020-11-22 15:42:54+00,tech: Hammer and Scorecard,,1.3294906620483297e+18,,,right
98,1330500209626013704,2020-11-22 13:15:44+00,tech: Hammer and Scorecard,,1.3297931304645059e+18,,,right
99,1330538362839719941,2020-11-22 15:47:20+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
100,1330500705594044416,2020-11-22 13:17:42+00,tech: Hammer and Scorecard,https://www.youtube.com/watch?v=8WSDObSrKTc,,1.329271657794392e+18,,right
101,1330539476108578822,2020-11-22 15:51:45+00,tech: Hammer and Scorecard,https://www.youtube.com/watch?v=GpSzbOvBp6g,1.3305177932053422e+18,1.328347139953492e+18,,right
102,1330540509929107463,2020-11-22 15:55:52+00,tech: Hammer and Scorecard,https://www.youtube.com/watch?v=GpSzbOvBp6g,1.3305177932053422e+18,1.328347139953492e+18,,right
103,1330477134578593792,2020-11-22 11:44:02+00,tech: Hammer and Scorecard,,1.3301483978237788e+18,1.3299334386910085e+18,,right
104,1330312699847315458,2020-11-22 00:50:38+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,1.3302263601371668e+18,right
105,1330313388505894912,2020-11-22 00:53:22+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
106,1330314931913289731,2020-11-22 00:59:30+00,tech: Hammer and Scorecard,,1.3248824040797757e+18,,,right
107,1330396121722707968,2020-11-22 06:22:07+00,tech: Hammer and Scorecard,https://www.publishedreporter.com/2020/11/18/breaking-highly-decorated-air-force-general-comes-forward-on-vote-hacking-with-software-called-hammer-and-scorecard/,,,,right
108,1330574636854046720,2020-11-22 18:11:28+00,tech: Hammer and Scorecard,https://www.theepochtimes.com/trump-lawyer-sidney-powell-promises-biblical-lawsuit-in-coming-days_3588851.html?utm_source=newsnoeshare&utm_medium=email&utm_campaign=breaking-2020-11-22-1,,1.3305536277700403e+18,,right
109,1330561721828831234,2020-11-22 17:20:09+00,tech: Hammer and Scorecard,https://rumble.com/vayudc-hammer-software-fraud-in-real-time.html,1.3305598515130941e+18,,,right
110,1330354043395350530,2020-11-22 03:34:55+00,tech: Hammer and Scorecard,,1.3302029225174016e+18,1.3302015181596344e+18,,right
111,1330355281159720961,2020-11-22 03:39:50+00,tech: Hammer and Scorecard,,1.3302080756058235e+18,1.329525675666051e+18,,right
112,1330576526371397633,2020-11-22 18:18:59+00,tech: Hammer and Scorecard,,,1.330403299728773e+18,,right
113,1330563275579396097,2020-11-22 17:26:20+00,tech: Hammer and Scorecard,,,,1.3305574826709565e+18,unknown
114,1330514515293835264,2020-11-22 14:12:34+00,tech: Hammer and Scorecard,,,,1.3304967494510223e+18,right
115,1330574546903195654,2020-11-22 18:11:07+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,right
116,1330490267351343108,2020-11-22 12:36:13+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
117,1330489282344095745,2020-11-22 12:32:18+00,tech: Hammer and Scorecard,,1.3304200947704832e+18,,,right
118,1330489585055510528,2020-11-22 12:33:31+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
119,1330489803469705216,2020-11-22 12:34:23+00,tech: Hammer and Scorecard,https://www.jamiiforums.com/threads/3-generals-discuss-how-the-hammer-and-scorecard-were-used-to-steal-the-election-from-donald-trump.1808556/,,,,right
120,1325788824182644740,2020-11-09 13:14:22+00,dead voters: general ticket,,1.325659107924304e+18,,,right
121,1330591648678617088,2020-11-22 19:19:04+00,tech: Hammer and Scorecard,,,1.3303669783563428e+18,,right
122,1330440059133243393,2020-11-22 09:16:43+00,tech: Hammer and Scorecard,,1.3304309845762621e+18,1.3304200947704832e+18,,right
123,1330315284046024705,2020-11-22 01:00:54+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,,1.329934360615805e+18,,right
124,1330590815618555906,2020-11-22 19:15:46+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
125,1330342544648130561,2020-11-22 02:49:13+00,tech: Hammer and Scorecard,,1.3303425225231688e+18,,,right
126,1330301631708192772,2020-11-22 00:06:39+00,tech: Hammer and Scorecard,,1.3298373487297864e+18,,,right
127,1330399480965980162,2020-11-22 06:35:28+00,tech: Hammer and Scorecard,,1.3303937274000957e+18,1.329525675666051e+18,,right
128,1330502018193108996,2020-11-22 13:22:55+00,tech: Hammer and Scorecard,,,1.3252859863188234e+18,,unknown
129,1330577278129106944,2020-11-22 18:21:58+00,tech: Hammer and Scorecard,,1.3304200947704832e+18,,,right
130,1330578408238063616,2020-11-22 18:26:28+00,tech: Hammer and Scorecard,http://bobpowell.blogspot.com/2020/11/election-fraud-illegal-router.html,,1.325496051860648e+18,,right
131,1330541340858322946,2020-11-22 15:59:10+00,tech: Hammer and Scorecard,,,,1.3305329134153277e+18,right
132,1330483224443752451,2020-11-22 12:08:14+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
133,1330356323716886532,2020-11-22 03:43:59+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
134,1330357423228510208,2020-11-22 03:48:21+00,tech: Hammer and Scorecard,,1.330349865474384e+18,1.329525675666051e+18,,right
135,1330355897332342785,2020-11-22 03:42:17+00,tech: Hammer and Scorecard,,,1.329525675666051e+18,,unknown
136,1330320001551769601,2020-11-22 01:19:39+00,tech: Hammer and Scorecard,,1.3299675054991647e+18,1.3298746262442066e+18,,right
137,1330342692685975552,2020-11-22 02:49:49+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
138,1330371213940588545,2020-11-22 04:43:09+00,tech: Hammer and Scorecard,,,1.3303679886215946e+18,,right
139,1330501501362597894,2020-11-22 13:20:52+00,tech: Hammer and Scorecard,,1.3300935557722194e+18,1.329525675666051e+18,,right
140,1330358592164274182,2020-11-22 03:52:59+00,tech: Hammer and Scorecard,https://parler.com/post/472570f8b39148e7a92e22f983cb9bf6,1.330356284059771e+18,,,right
141,1330358592164274182,2020-11-22 03:52:59+00,tech: Hammer and Scorecard,https://parler.com/post/472570f8b39148e7a92e22f983cb9bf6,1.330356284059771e+18,,,right
142,1330566191421788160,2020-11-22 17:37:55+00,tech: Hammer and Scorecard,,1.3305661180338708e+18,1.3304200947704832e+18,,right
143,1330555147957702656,2020-11-22 16:54:02+00,tech: Hammer and Scorecard,,,,,right
144,1330383143757639689,2020-11-22 05:30:33+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
145,1330630003206221824,2020-11-22 21:51:29+00,tech: Hammer and Scorecard,,,,1.330175785295024e+18,right
146,1330632032301555713,2020-11-22 21:59:33+00,tech: Hammer and Scorecard,,,1.3256214366906573e+18,,right
147,1330629903788634112,2020-11-22 21:51:05+00,tech: Hammer and Scorecard,,,,1.3305316418365727e+18,right
148,1330629718865899520,2020-11-22 21:50:21+00,tech: Hammer and Scorecard,,,,1.3305653935309578e+18,right
149,1330579653829025797,2020-11-22 18:31:25+00,tech: Hammer and Scorecard,,1.3305792479210414e+18,,,right
150,1330617456252084224,2020-11-22 21:01:37+00,tech: Hammer and Scorecard,,,1.330614885764522e+18,,right
151,1330372351981187073,2020-11-22 04:47:40+00,tech: Hammer and Scorecard,https://noqreport.com/2020/11/02/democrats-colluding-with-cia-to-launch-intelligence-operation-that-alters-voting-machine-results-report/,1.3233334181098496e+18,,,right
152,1330516822689460225,2020-11-22 14:21:44+00,tech: Hammer and Scorecard,,,,1.3305108932144783e+18,right
153,1330580465753866240,2020-11-22 18:34:38+00,tech: Hammer and Scorecard,,,,1.330204360463315e+18,right
154,1330371619232092160,2020-11-22 04:44:45+00,tech: Hammer and Scorecard,,1.3298746262442066e+18,,,right
155,1330387207799058432,2020-11-22 05:46:42+00,tech: Hammer and Scorecard,https://rumble.com/vayudc-hammer-software-fraud-in-real-time.html,1.3303792890034872e+18,,,right
156,1330387207799058432,2020-11-22 05:46:42+00,tech: Hammer and Scorecard,https://rumble.com/vayudc-hammer-software-fraud-in-real-time.html,1.3303792890034872e+18,,,right
157,1330357917300781056,2020-11-22 03:50:18+00,tech: Hammer and Scorecard,,1.3299411580180275e+18,1.329525675666051e+18,,right
158,1330304445553520642,2020-11-22 00:17:50+00,tech: Hammer and Scorecard,,,1.3302997022611907e+18,,right
159,1330329753807708161,2020-11-22 01:58:24+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
160,1330568679000600583,2020-11-22 17:47:48+00,tech: Hammer and Scorecard,https://threadreaderapp.com/thread/1329525675666051073.html,,,1.3305686767565292e+18,right
161,1330632596984786945,2020-11-22 22:01:47+00,tech: Hammer and Scorecard,https://youtu.be/tHRL9FB4tZg,1.3306320520985723e+18,1.328039727606317e+18,,right
162,1330302886450958336,2020-11-22 00:11:38+00,tech: Hammer and Scorecard,https://davejanda.com/general-tom-mcinerney-hammers-the-deep-state-voter-fraud-operation/,1.3302970672275333e+18,1.3294994942501315e+18,,right
163,1330542953224409089,2020-11-22 16:05:34+00,tech: Hammer and Scorecard,,,,1.3305075711286518e+18,right
164,1330620513287278592,2020-11-22 21:13:46+00,tech: Hammer and Scorecard,,1.325575887392215e+18,,,unknown
165,1330317747427962881,2020-11-22 01:10:41+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
166,1330318858834599936,2020-11-22 01:15:06+00,tech: Hammer and Scorecard,https://theconservativetreehouse.com/2020/11/17/sidney-powell-outlines-affidavit-showing-purpose-of-smartmatic-voting-system-to-control-elections/,1.3286871330669937e+18,1.3286549432434237e+18,,right
167,1330319527763193863,2020-11-22 01:17:46+00,tech: Hammer and Scorecard,http://bobpowell.blogspot.com/2020/11/election-fraud-illegal-router.html,,1.325496051860648e+18,1.3303114606191698e+18,right
168,1330320043683368960,2020-11-22 01:19:49+00,tech: Hammer and Scorecard,,1.3303195921457398e+18,1.329525675666051e+18,,right
169,1330567121462566913,2020-11-22 17:41:37+00,tech: Hammer and Scorecard,,1.3304200947704832e+18,,,right
170,1330566817782276097,2020-11-22 17:40:24+00,tech: Hammer and Scorecard,,1.3304200947704832e+18,,,right
171,1330569160276008964,2020-11-22 17:49:43+00,tech: Hammer and Scorecard,,,1.3304200947704832e+18,,right
172,1335317439865733120,2020-12-05 20:17:41+00,tech: dominion,,,,,right
173,1330621975321055234,2020-11-22 21:19:35+00,tech: Hammer and Scorecard,,,1.3306015174397092e+18,1.3306070494538834e+18,right
174,1330659625297989638,2020-11-22 23:49:11+00,tech: Hammer and Scorecard,,,1.3256214366906573e+18,1.3306572892425462e+18,right
175,1330332649412505605,2020-11-22 02:09:54+00,tech: Hammer and Scorecard,,1.3299675054991647e+18,1.3298746262442066e+18,,right
176,1330583858023067648,2020-11-22 18:48:07+00,tech: Hammer and Scorecard,https://www.youtube.com/watch?v=GpSzbOvBp6g,1.3305188375324303e+18,1.328347139953492e+18,,right
177,1330633311044083715,2020-11-22 22:04:37+00,tech: Hammer and Scorecard,,,,1.3292065024149586e+18,right
178,1330632793215426566,2020-11-22 22:02:34+00,tech: Hammer and Scorecard,https://www.deepstate.news/2020-11-06-operation-scorecard-software-dominion-swing-state-vote-theft-biden.html,,,,right
179,1330620535735283713,2020-11-22 21:13:52+00,tech: Hammer and Scorecard,,1.33055362117222e+18,1.3303781998056694e+18,,right
180,1330494848894382081,2020-11-22 12:54:26+00,tech: Hammer and Scorecard,,1.3297931304645059e+18,,,right
181,1330659235722534914,2020-11-22 23:47:38+00,tech: Hammer and Scorecard,https://bwi.forums.rivals.com/threads/gen-tom-mcinerney-hammers-the-deep-state-vote-fraud-operation.281139/,1.3306324824341627e+18,,,right
182,1330659235722534914,2020-11-22 23:47:38+00,tech: Hammer and Scorecard,https://bwi.forums.rivals.com/threads/gen-tom-mcinerney-hammers-the-deep-state-vote-fraud-operation.281139/,1.3306324824341627e+18,,,right
183,1330659235722534914,2020-11-22 23:47:38+00,tech: Hammer and Scorecard,http://BlueWhiteIllustrated.com,1.3306324824341627e+18,,,right
184,1330659235722534914,2020-11-22 23:47:38+00,tech: Hammer and Scorecard,http://BlueWhiteIllustrated.com,1.3306324824341627e+18,,,right
185,1335319876404035584,2020-12-05 20:27:22+00,tech: dominion,,,,1.3352681337168323e+18,right
186,1330373338863177731,2020-11-22 04:51:35+00,tech: Hammer and Scorecard,,1.3248623923003965e+18,,,right
187,1330321528043540490,2020-11-22 01:25:43+00,tech: Hammer and Scorecard,,,1.329604100678316e+18,1.3303197486604165e+18,right
188,1330305747574525956,2020-11-22 00:23:00+00,tech: Hammer and Scorecard,https://www.zerohedge.com/political/what-john-brennan-so-worried-about,1.3283004480217661e+18,1.3283001154513183e+18,,right
189,1330343151370952707,2020-11-22 02:51:38+00,tech: Hammer and Scorecard,,1.3299675054991647e+18,1.3298746262442066e+18,,right
190,1330545754763616256,2020-11-22 16:16:42+00,tech: Hammer and Scorecard,https://amgreatness.com/2020/11/21/waiting-for-sidney/,1.330544433075458e+18,,,right
191,1330583748266647557,2020-11-22 18:47:41+00,tech: Hammer and Scorecard,,1.3303195921457398e+18,1.329525675666051e+18,,right
192,1330505079007350785,2020-11-22 13:35:05+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
193,1330330945535303686,2020-11-22 02:03:08+00,tech: Hammer and Scorecard,,1.329927593009832e+18,1.329525675666051e+18,,right
194,1330660580974153730,2020-11-22 23:52:59+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
195,1330545007497920512,2020-11-22 16:13:44+00,tech: Hammer and Scorecard,,1.329525675666051e+18,,,right
196,1330307248988549122,2020-11-22 00:28:58+00,tech: Hammer and Scorecard,http://dlvr.it/Rm8kmw,1.330236901035561e+18,1.3301949069759734e+18,,right
197,1330623553566240771,2020-11-22 21:25:51+00,tech: Hammer and Scorecard,,1.3304709825706107e+18,,,right
